net_name,status,bbox_area,bbox_aspect,bbox_cx,bbox_cy,bbox_dx,bbox_dy,bbox_perimeter,bbox_xmax,bbox_xmin,bbox_ymax,bbox_ymin,bterm_count,dist_drv_sink_max,dist_drv_sink_mean,dist_drv_sink_sum,driver_inst_area,driver_is_buf,driver_is_clkbuf,driver_is_ff_q,driver_is_inv,fanout,has_bterm,has_multiple_drivers,hpwl,is_bus_bit,is_clock_like,is_enable_like,is_reg2reg_candidate,is_reset_like,iterm_count,net_dbid,num_buf_drivers,num_buf_sinks,num_clkbuf_drivers,num_drivers,num_ff_sinks_d,num_inout,num_inv_drivers,num_inv_sinks,num_port_drivers,num_port_sinks,num_sinks,odb_net,sink_area_buf_sum,sink_area_ff_sum,sink_area_inv_sum,sink_area_max,sink_area_mean,sink_area_std,sink_area_sum,sink_centroid_dist_to_driver,sink_cnt,sink_dist_p50,sink_dist_p90,sink_dist_p95,sink_max_x,sink_max_y,sink_min_x,sink_min_y,sink_quadrant_q1,sink_quadrant_q2,sink_quadrant_q3,sink_quadrant_q4,sink_x_mean,sink_x_std,sink_y_mean,sink_y_std,term_count
"_0199_","OK","228.10210499999945","0.03184111343432876","86.7225","81.6305","2.694999999999993","84.63900000000001","174.668","88.07","85.375","123.95","39.311","0","85.01","64.24666666666667","192.74","7.5072","0","0","0","0","3","0","0","87.334","0","0","0","0","0","4","_e0d0c6d82e5a0000_p_Net","0","1","0","1","0","0","0","0","0","0","3","_e0d0c6d82e5a0000_p_odb__dbNet","3.7536","0.0","0.0","12.512","7.5072","3.6834330653164677","22.5216","63.78666666666666","3","70.53","85.01","85.01","89.01","123.76","85.79","74.8","1","1","0","1","87.70666666666666","1.3842527065371948","102.0","20.354616184050244","4"
"_0200_","OK","21.736252999999962","1.5269016693541213","83.6555","127.8335","5.760999999999996","3.772999999999996","19.067999999999984","86.536","80.775","129.72","125.947","0","5.97999999999999","4.879999999999981","14.639999999999944","3.7536","0","0","0","0","3","0","0","9.533999999999992","0","0","0","0","0","4","_58d1c6d82e5a0000_p_Net","0","0","0","1","0","0","0","0","0","0","3","_58d1c6d82e5a0000_p_odb__dbNet","0.0","0.0","0.0","8.758400000000002","7.090133333333334","1.1796426728274783","21.270400000000002","4.879999999999981","3","5.479999999999976","5.97999999999999","5.97999999999999","86.25","129.2","80.73","126.48","0","1","0","2","83.64333333333333","2.2639395359024532","127.38666666666667","1.282220296551599","4"
"_0201_","OK","169.34011199999986","0.6172794783181011","85.783","88.4685","10.22399999999999","16.563000000000002","53.573999999999984","90.895","80.671","96.75","80.187","0","25.060000000000016","12.522000000000006","62.61000000000003","3.7536","0","0","0","0","5","0","0","26.786999999999992","0","0","0","0","0","6","_d0d1c6d82e5a0000_p_Net","0","1","0","1","0","0","0","0","0","0","5","_d0d1c6d82e5a0000_p_odb__dbNet","3.7536","0.0","0.0","6.256","5.0048","0.7913283616805353","25.024","10.590000000000003","5","10.230000000000004","25.060000000000016","25.060000000000016","91.31","96.56","80.5","80.24","2","0","3","0","84.456","4.41072601733547","88.94399999999999","6.750862463419029","6"
"_0202_","OK","1.9794389999999882","0.3065722155424735","88.1925","103.4405","0.7789999999999964","2.540999999999997","6.639999999999986","88.582","87.803","104.711","102.17","0","4.1000000000000085","2.970000000000006","5.940000000000012","3.7536","0","0","0","0","2","0","0","3.319999999999993","0","0","0","0","0","3","_48d2c6d82e5a0000_p_Net","0","0","0","1","0","0","0","0","0","0","2","_48d2c6d82e5a0000_p_odb__dbNet","0.0","0.0","0.0","6.256","5.0048","1.2512","10.0096","2.970000000000013","2","1.8400000000000034","4.1000000000000085","4.1000000000000085","89.47","104.72","89.01","102.0","1","0","0","1","89.24000000000001","0.22999999999999687","103.36","1.3599999999999994","3"
"_0203_","OK","4.028992000000012","4.521186435888562","86.129","126.94300000000001","4.268000000000001","0.9440000000000026","10.424000000000007","88.263","83.995","127.415","126.471","0","4.140000000000001","2.990000000000002","5.980000000000004","3.7536","0","0","0","0","2","0","0","5.212000000000003","0","0","0","0","0","3","_c0d2c6d82e5a0000_p_Net","0","0","0","1","0","0","0","0","0","0","2","_c0d2c6d82e5a0000_p_odb__dbNet","0.0","0.0","0.0","6.256","6.256","0.0","12.512","2.990000000000009","2","1.8400000000000034","4.140000000000001","4.140000000000001","86.25","126.48","83.95","126.48","0","0","1","1","85.1","1.1499999999999986","126.48","0.0","3"
"_0204_","OK","24.105727999999928","0.14290113950239403","87.577","135.884","1.8559999999999945","12.988","29.687999999999988","88.505","86.649","142.378","129.39","0","15.210000000000022","15.210000000000022","15.210000000000022","15.0144","0","0","0","0","1","0","0","14.843999999999994","0","0","0","0","0","2","_38d3c6d82e5a0000_p_Net","0","1","0","1","0","0","0","0","0","0","1","_38d3c6d82e5a0000_p_odb__dbNet","3.7536","0.0","0.0","3.7536","3.7536","","3.7536","15.210000000000022","1","15.210000000000022","15.210000000000022","15.210000000000022","88.09","129.2","88.09","129.2","0","0","0","1","88.09","","129.2","","2"
"_0205_","OK","22.490000000000023","0.27790128943109116","88.447","121.908","2.5","8.99600000000001","22.99200000000002","89.697","87.197","126.406","117.41","0","12.070000000000007","12.070000000000007","12.070000000000007","6.256","0","0","0","0","1","0","0","11.49600000000001","0","0","0","0","0","2","_b0d3c6d82e5a0000_p_Net","0","0","0","1","0","0","0","0","0","0","1","_b0d3c6d82e5a0000_p_odb__dbNet","0.0","0.0","0.0","7.5072","7.5072","","7.5072","12.070000000000007","1","12.070000000000007","12.070000000000007","12.070000000000007","90.16","118.32","90.16","118.32","0","0","0","1","90.16","","118.32","","2"
"_0206_","OK","0.8589420000000332","0.02725329532824232","87.1385","142.90300000000002","0.1530000000000058","5.614000000000004","11.53400000000002","87.215","87.062","145.71","140.096","0","6.1299999999999955","6.1299999999999955","6.1299999999999955","5.0048","0","0","0","0","1","0","0","5.76700000000001","0","0","0","0","0","2","_28d4c6d82e5a0000_p_Net","0","1","0","1","0","0","0","0","0","0","1","_28d4c6d82e5a0000_p_odb__dbNet","3.7536","0.0","0.0","3.7536","3.7536","","3.7536","6.1299999999999955","1","6.1299999999999955","6.1299999999999955","6.1299999999999955","87.63","145.52","87.63","145.52","1","0","0","0","87.63","","145.52","","2"
"_0207_","OK","4.967711999999996","1.0245231602976743","89.754","108.869","2.2560000000000002","2.201999999999998","8.915999999999997","90.882","88.626","109.97","107.768","0","5.25","5.25","5.25","6.256","0","0","0","0","1","0","0","4.457999999999998","0","0","0","0","0","2","_a0d4c6d82e5a0000_p_Net","0","1","0","1","0","0","0","0","0","0","1","_a0d4c6d82e5a0000_p_odb__dbNet","5.0048","0.0","0.0","5.0048","5.0048","","5.0048","5.25","1","5.25","5.25","5.25","91.54","110.16","91.54","110.16","1","0","0","0","91.54","","110.16","","2"
"_0208_","OK","5.13489599999996","0.07803254436907833","90.0615","114.319","0.6329999999999956","8.111999999999995","17.48999999999998","90.378","89.745","118.375","110.263","0","9.309999999999988","9.309999999999988","9.309999999999988","8.758400000000002","0","0","0","0","1","0","0","8.74499999999999","0","0","0","0","0","2","_18d5c6d82e5a0000_p_Net","0","0","0","1","0","0","0","0","0","0","1","_18d5c6d82e5a0000_p_odb__dbNet","0.0","0.0","0.0","7.5072","7.5072","","7.5072","9.309999999999988","1","9.309999999999988","9.309999999999988","9.309999999999988","90.16","118.32","90.16","118.32","1","0","0","0","90.16","","118.32","","2"
"_0209_","OK","733.15944","0.3925629396428972","80.5625","129.248","16.965000000000003","43.215999999999994","120.362","89.045","72.08","150.856","107.64","0","55.02000000000001","43.565000000000005","174.26000000000002","8.758400000000002","0","0","0","0","4","0","0","60.181","0","0","0","0","0","5","_90d5c6d82e5a0000_p_Net","0","0","0","1","0","0","0","0","0","0","4","_90d5c6d82e5a0000_p_odb__dbNet","0.0","0.0","0.0","7.5072","6.881600000000001","0.6255999999999999","27.526400000000002","42.3","4","37.81999999999999","55.02000000000001","55.02000000000001","90.16","126.48","71.3","107.44","0","0","3","1","77.97","7.245912640930746","118.32000000000001","6.93466653848619","5"
"_0210_","OK","152.0761769999997","6.124623719421119","76.0765","115.9565","30.519","4.98299999999999","71.00399999999998","91.336","60.817","118.448","113.465","0","34.64999999999999","30.20499999999999","60.40999999999998","7.5072","0","0","0","0","2","0","0","35.50199999999999","0","0","0","0","0","3","_08d6c6d82e5a0000_p_Net","0","0","0","1","0","0","0","0","0","0","2","_08d6c6d82e5a0000_p_odb__dbNet","0.0","0.0","0.0","10.0096","8.1328","1.8768000000000002","16.2656","30.20499999999999","2","25.75999999999999","34.64999999999999","34.64999999999999","64.4","118.32","60.95","112.88","0","1","1","0","62.675000000000004","1.7250000000000014","115.6","2.719999999999999","3"
"_0211_","OK","0.5852800000000109","9.516128993886396","86.477","75.114","2.3599999999999994","0.24800000000000466","5.216000000000008","87.657","85.297","75.238","74.99","0","3.6799999999999926","3.6799999999999926","3.6799999999999926","12.512","0","0","0","0","1","0","0","2.608000000000004","0","0","0","0","0","2","_80d6c6d82e5a0000_p_Net","0","1","0","1","0","0","0","0","0","0","1","_80d6c6d82e5a0000_p_odb__dbNet","5.0048","0.0","0.0","5.0048","5.0048","","5.0048","3.6799999999999926","1","3.6799999999999926","3.6799999999999926","3.6799999999999926","84.64","74.8","84.64","74.8","0","0","1","0","84.64","","74.8","","2"
"_0212_","OK","644.3728199999998","0.4490259225899102","63.572","101.78399999999999","17.009999999999998","37.88199999999999","109.78399999999998","72.077","55.067","120.725","82.843","0","54.870000000000005","48.815","97.63","3.7536","0","0","0","0","2","0","0","54.89199999999999","0","0","0","0","0","3","_f8d6c6d82e5a0000_p_Net","0","0","0","1","0","0","0","0","0","0","2","_f8d6c6d82e5a0000_p_odb__dbNet","0.0","0.0","0.0","8.758400000000002","6.881600000000001","1.8768000000000007","13.763200000000001","48.815","2","42.76","54.870000000000005","54.870000000000005","61.87","121.04","55.2","115.6","0","2","0","0","58.535","3.3349999999999973","118.32","2.720000000000006","3"
"_0213_","OK","13.753348000000098","0.02822069215309767","56.2115","131.753","0.6230000000000047","22.075999999999993","45.397999999999996","56.523","55.9","142.791","120.715","0","22.910000000000004","22.910000000000004","22.910000000000004","3.7536","0","0","0","0","1","0","0","22.698999999999998","0","0","0","0","0","2","_70d7c6d82e5a0000_p_Net","0","0","0","1","0","0","0","0","0","0","1","_70d7c6d82e5a0000_p_odb__dbNet","0.0","0.0","0.0","5.0048","5.0048","","5.0048","22.910000000000004","1","22.910000000000004","22.910000000000004","22.910000000000004","55.2","121.04","55.2","121.04","0","0","1","0","55.2","","121.04","","2"
"_0214_","OK","24.894374999999968","0.8779342721356018","52.664500000000004","123.6575","4.675000000000004","5.324999999999989","19.999999999999986","55.002","50.327","126.32","120.995","0","10.730000000000004","10.730000000000004","10.730000000000004","5.0048","0","0","0","0","1","0","0","9.999999999999993","0","0","0","0","0","2","_e8d7c6d82e5a0000_p_Net","0","0","0","1","0","0","0","0","0","0","1","_e8d7c6d82e5a0000_p_odb__dbNet","0.0","0.0","0.0","3.7536","3.7536","","3.7536","10.730000000000004","1","10.730000000000004","10.730000000000004","10.730000000000004","49.91","126.48","49.91","126.48","0","1","0","0","49.91","","126.48","","2"
"_0215_","OK","20.488275000000005","0.17712691769622269","48.5295","120.9325","1.9050000000000011","10.754999999999995","25.319999999999993","49.482","47.577","126.31","115.555","0","13.410000000000004","13.410000000000004","13.410000000000004","5.0048","0","0","0","0","1","0","0","12.659999999999997","0","0","0","0","0","2","_60d8c6d82e5a0000_p_Net","0","0","0","1","0","0","0","0","0","0","1","_60d8c6d82e5a0000_p_odb__dbNet","0.0","0.0","0.0","3.7536","3.7536","","3.7536","13.410000000000004","1","13.410000000000004","13.410000000000004","13.410000000000004","49.91","126.48","49.91","126.48","1","0","0","0","49.91","","126.48","","2"
"_0216_","OK","1.6604320000000037","0.26313694257040776","48.3725","59.744","0.6610000000000014","2.5120000000000005","6.346000000000004","48.703","48.042","61.0","58.488","0","3.8700000000000045","3.8700000000000045","3.8700000000000045","3.7536","0","0","0","0","1","0","0","3.173000000000002","0","0","0","0","0","2","_d8d8c6d82e5a0000_p_Net","0","0","0","1","0","0","0","0","0","0","1","_d8d8c6d82e5a0000_p_odb__dbNet","0.0","0.0","0.0","5.0048","5.0048","","5.0048","3.8700000000000045","1","3.8700000000000045","3.8700000000000045","3.8700000000000045","47.38","61.2","47.38","61.2","0","1","0","0","47.38","","61.2","","2"
"_0217_","OK","14.250720000000003","0.12226750647255769","43.297","42.318","1.3200000000000003","10.796","24.232","43.957","42.637","47.716","36.92","0","12.950000000000003","12.950000000000003","12.950000000000003","3.7536","0","0","0","0","1","0","0","12.116","0","0","0","0","0","2","_50d9c6d82e5a0000_p_Net","0","0","0","1","0","0","0","0","0","0","1","_50d9c6d82e5a0000_p_odb__dbNet","0.0","0.0","0.0","5.0048","5.0048","","5.0048","12.950000000000003","1","12.950000000000003","12.950000000000003","12.950000000000003","44.62","36.72","44.62","36.72","0","0","0","1","44.62","","36.72","","2"
"_0218_","OK","4.069120000000004","0.48719723166533","53.341","95.285","1.4080000000000013","2.8900000000000006","8.596000000000004","54.045","52.637","96.73","93.84","0","5.710000000000001","5.710000000000001","5.710000000000001","7.5072","0","0","0","0","1","0","0","4.298000000000002","0","0","0","0","0","2","_c8d9c6d82e5a0000_p_Net","0","0","0","1","0","0","0","0","0","0","1","_c8d9c6d82e5a0000_p_odb__dbNet","0.0","0.0","0.0","3.7536","3.7536","","3.7536","5.710000000000001","1","5.710000000000001","5.710000000000001","5.710000000000001","52.21","96.56","52.21","96.56","0","1","0","0","52.21","","96.56","","2"
"_0219_","OK","7.069049999999979","1.683748169017212","53.847","97.7005","3.450000000000003","2.0489999999999924","10.99799999999999","55.572","52.122","98.725","96.676","0","6.399999999999999","6.399999999999999","6.399999999999999","3.7536","0","0","0","0","1","0","0","5.498999999999995","0","0","0","0","0","2","_40dac6d82e5a0000_p_Net","0","0","0","1","0","0","0","0","0","0","1","_40dac6d82e5a0000_p_odb__dbNet","0.0","0.0","0.0","6.256","6.256","","6.256","6.399999999999999","1","6.399999999999999","6.399999999999999","6.399999999999999","55.89","99.28","55.89","99.28","1","0","0","0","55.89","","99.28","","2"
"_0220_","OK","6.661148999999998","0.824129440441739","53.808499999999995","89.86850000000001","2.3429999999999964","2.8430000000000035","10.372","54.98","52.637","91.29","88.447","0","6.6299999999999955","6.6299999999999955","6.6299999999999955","10.0096","0","0","0","0","1","0","0","5.186","0","0","0","0","0","2","_b8dac6d82e5a0000_p_Net","0","0","0","1","0","0","0","0","0","0","1","_b8dac6d82e5a0000_p_odb__dbNet","0.0","0.0","0.0","3.7536","3.7536","","3.7536","6.6299999999999955","1","6.6299999999999955","6.6299999999999955","6.6299999999999955","52.21","91.12","52.21","91.12","0","1","0","0","52.21","","91.12","","2"
"_0221_","OK","22.30049200000001","0.3624426312643502","53.5435","95.158","2.8430000000000035","7.843999999999994","21.373999999999995","54.965","52.122","99.08","91.236","0","11.839999999999996","11.839999999999996","11.839999999999996","3.7536","0","0","0","0","1","0","0","10.686999999999998","0","0","0","0","0","2","_30dbc6d82e5a0000_p_Net","0","0","0","1","0","0","0","0","0","0","1","_30dbc6d82e5a0000_p_odb__dbNet","0.0","0.0","0.0","6.256","6.256","","6.256","11.839999999999996","1","11.839999999999996","11.839999999999996","11.839999999999996","55.89","99.28","55.89","99.28","1","0","0","0","55.89","","99.28","","2"
"_0222_","OK","10.87605600000006","2.024158756676367","15.414000000000001","70.756","4.692000000000002","2.318000000000012","14.020000000000028","17.76","13.068","71.915","69.597","0","9.389999999999999","9.389999999999999","9.389999999999999","16.265600000000003","0","0","0","0","1","0","0","7.010000000000014","0","0","0","0","0","2","_a8dbc6d82e5a0000_p_Net","0","1","0","1","0","0","0","0","0","0","1","_a8dbc6d82e5a0000_p_odb__dbNet","7.5072","0.0","0.0","7.5072","7.5072","","7.5072","9.389999999999999","1","9.389999999999999","9.389999999999999","9.389999999999999","18.86","72.08","18.86","72.08","1","0","0","0","18.86","","72.08","","2"
"_0223_","OK","24.043499999999938","1.9515669510109546","12.477","73.235","6.85","3.509999999999991","20.71999999999998","15.902","9.052","74.99","71.48","0","10.539999999999997","9.389999999999997","18.779999999999994","12.512","0","0","0","0","2","0","0","10.35999999999999","0","0","0","0","0","3","_20dcc6d82e5a0000_p_Net","0","1","0","1","0","0","0","0","0","0","2","_20dcc6d82e5a0000_p_odb__dbNet","5.0048","0.0","0.0","7.5072","6.256","1.2511999999999999","12.512","9.389999999999999","2","8.239999999999998","10.539999999999997","10.539999999999997","16.56","74.8","14.26","74.8","2","0","0","0","15.41","1.1499999999999995","74.8","0.0","3"
"_0224_","OK","36.44367099999998","1.2699271978215552","31.3185","47.4415","6.802999999999997","5.356999999999999","24.319999999999993","34.72","27.917","50.12","44.763","0","11.649999999999999","11.649999999999999","11.649999999999999","3.7536","0","0","0","0","1","0","0","12.159999999999997","0","0","0","0","0","2","_98dcc6d82e5a0000_p_Net","0","0","0","1","0","0","0","0","0","0","1","_98dcc6d82e5a0000_p_odb__dbNet","0.0","0.0","0.0","5.0048","5.0048","","5.0048","11.649999999999999","1","11.649999999999999","11.649999999999999","11.649999999999999","34.04","50.32","34.04","50.32","1","0","0","0","34.04","","50.32","","2"
"_0225_","OK","117.88275600000004","1.009345794299126","10.831","44.7265","10.908000000000001","10.807000000000002","43.43000000000001","16.285","5.377","50.13","39.323","0","21.46","17.57","35.14","3.7536","0","0","0","0","2","0","0","21.715000000000003","0","0","0","0","0","3","_10ddc6d82e5a0000_p_Net","0","1","0","1","0","0","0","0","0","0","2","_10ddc6d82e5a0000_p_odb__dbNet","3.7536","0.0","0.0","11.2608","7.5072","3.7535999999999996","15.0144","17.570000000000004","2","13.680000000000003","21.46","21.46","15.87","50.32","10.81","47.6","1","1","0","0","13.34","2.5299999999999994","48.96","1.3599999999999994","3"
"_0226_","OK","1067.6861199999998","0.44756561974432735","21.28","72.334","21.86","48.842","141.404","32.21","10.35","96.755","47.913","0","70.81","35.68833333333333","214.13","11.2608","0","0","0","0","6","0","0","70.702","0","0","0","0","0","7","_88ddc6d82e5a0000_p_Net","0","1","0","1","0","0","0","0","0","0","6","_88ddc6d82e5a0000_p_odb__dbNet","3.7536","0.0","0.0","10.0096","8.1328","2.255632877930272","48.7968","35.68833333333333","6","23.189999999999998","70.81","70.81","32.66","96.56","17.94","47.6","2","0","2","2","25.645","5.573645575384211","68.45333333333333","20.5155247448257","7"
"_0227_","OK","2.498539999999979","14.863414597894232","17.455","71.685","6.093999999999999","0.4099999999999966","13.007999999999992","20.502","14.408","71.89","71.48","0","6.4399999999999995","6.4399999999999995","6.4399999999999995","12.512","0","0","0","0","1","0","0","6.503999999999996","0","0","0","0","0","2","_00dec6d82e5a0000_p_Net","0","1","0","1","0","0","0","0","0","0","1","_00dec6d82e5a0000_p_odb__dbNet","5.0048","0.0","0.0","5.0048","5.0048","","5.0048","6.4399999999999995","1","6.4399999999999995","6.4399999999999995","6.4399999999999995","21.16","72.08","21.16","72.08","1","0","0","0","21.16","","72.08","","2"
"_0228_","OK","443.79516499999994","0.5996324204888942","22.673499999999997","63.7275","16.313","27.205","87.036","30.83","14.517","77.33","50.125","0","33.03","28.75","115.0","8.758400000000002","0","0","0","0","4","0","0","43.518","0","0","0","0","0","5","_78dec6d82e5a0000_p_Net","0","1","0","1","0","0","0","0","0","0","4","_78dec6d82e5a0000_p_odb__dbNet","5.0048","0.0","0.0","10.0096","8.7584","2.1671419704301793","35.0336","27.389999999999993","4","29.01","33.03","33.03","31.28","77.52","20.7","50.32","2","1","0","1","26.22","4.023356807443258","67.32","10.600150942321529","5"
"_0229_","OK","13.741319999999977","1.5432305624855154","16.819499999999998","68.05799999999999","4.605","2.9839999999999947","15.17799999999999","19.122","14.517","69.55","66.566","0","9.39","9.39","9.39","8.758400000000002","0","0","0","0","1","0","0","7.588999999999995","0","0","0","0","0","2","_f0dec6d82e5a0000_p_Net","0","1","0","1","0","0","0","0","0","0","1","_f0dec6d82e5a0000_p_odb__dbNet","5.0048","0.0","0.0","5.0048","5.0048","","5.0048","9.39","1","9.39","9.39","9.39","19.78","69.36","19.78","69.36","1","0","0","0","19.78","","69.36","","2"
"_0230_","OK","5.333239999999995","1.3953964187235834","10.876000000000001","54.6175","2.7279999999999998","1.9549999999999983","9.365999999999996","12.24","9.512","55.595","53.64","0","6.859999999999999","6.859999999999999","6.859999999999999","12.512","0","0","0","0","1","0","0","4.682999999999998","0","0","0","0","0","2","_68dfc6d82e5a0000_p_Net","0","1","0","1","0","0","0","0","0","0","1","_68dfc6d82e5a0000_p_odb__dbNet","7.5072","0.0","0.0","7.5072","7.5072","","7.5072","6.859999999999999","1","6.859999999999999","6.859999999999999","6.859999999999999","13.34","55.76","13.34","55.76","1","0","0","0","13.34","","55.76","","2"
"_0231_","OK","0.3789440000000046","10.387434500589203","29.326999999999998","69.4545","1.9839999999999982","0.1910000000000025","4.350000000000001","30.319","28.335","69.55","69.359","0","2.530000000000001","2.530000000000001","2.530000000000001","10.0096","0","0","0","0","1","0","0","2.1750000000000007","0","0","0","0","0","2","_e0dfc6d82e5a0000_p_Net","0","1","0","1","0","0","0","0","0","0","1","_e0dfc6d82e5a0000_p_odb__dbNet","3.7536","0.0","0.0","3.7536","3.7536","","3.7536","2.530000000000001","1","2.530000000000001","2.530000000000001","2.530000000000001","28.75","69.36","28.75","69.36","0","0","1","0","28.75","","69.36","","2"
"_0232_","OK","1.7605499999999887","0.2079037799972831","32.542500000000004","51.775","0.6049999999999969","2.9099999999999966","7.029999999999987","32.845","32.24","53.23","50.32","0","3.8699999999999974","3.8699999999999974","3.8699999999999974","10.0096","0","0","0","0","1","0","0","3.5149999999999935","0","0","0","0","0","2","_58e0c6d82e5a0000_p_Net","0","1","0","1","0","0","0","0","0","0","1","_58e0c6d82e5a0000_p_odb__dbNet","3.7536","0.0","0.0","3.7536","3.7536","","3.7536","3.8699999999999974","1","3.8699999999999974","3.8699999999999974","3.8699999999999974","32.43","53.04","32.43","53.04","0","1","0","0","32.43","","53.04","","2"
"_0233_","OK","0.21925999999999737","6.073684178559629","26.982","66.545","1.154","0.18999999999999773","2.6879999999999953","27.559","26.405","66.64","66.45","0","2.530000000000001","2.530000000000001","2.530000000000001","10.0096","0","0","0","0","1","0","0","1.3439999999999976","0","0","0","0","0","2","_d0e0c6d82e5a0000_p_Net","0","1","0","1","0","0","0","0","0","0","1","_d0e0c6d82e5a0000_p_odb__dbNet","3.7536","0.0","0.0","3.7536","3.7536","","3.7536","2.530000000000001","1","2.530000000000001","2.530000000000001","2.530000000000001","25.99","66.64","25.99","66.64","0","1","0","0","25.99","","66.64","","2"
"_0234_","OK","6.181980000000024","1.0215447150318897","23.4685","70.905","2.5130000000000017","2.460000000000008","9.94600000000002","24.725","22.212","72.135","69.675","0","5.48","5.48","5.48","7.5072","0","0","0","0","1","0","0","4.97300000000001","0","0","0","0","0","2","_48e1c6d82e5a0000_p_Net","0","0","0","1","0","0","0","0","0","0","1","_48e1c6d82e5a0000_p_odb__dbNet","0.0","0.0","0.0","5.0048","5.0048","","5.0048","5.48","1","5.48","5.48","5.48","22.08","69.36","22.08","69.36","0","0","1","0","22.08","","69.36","","2"
"_0235_","OK","3.404700000000005","0.10051546390025522","21.6725","66.775","0.5850000000000009","5.82","12.810000000000002","21.965","21.38","69.685","63.865","0","5.439999999999998","5.439999999999998","5.439999999999998","7.5072","0","0","0","0","1","0","0","6.405000000000001","0","0","0","0","0","2","_c0e1c6d82e5a0000_p_Net","0","0","0","1","0","0","0","0","0","0","1","_c0e1c6d82e5a0000_p_odb__dbNet","0.0","0.0","0.0","5.0048","5.0048","","5.0048","5.439999999999998","1","5.439999999999998","5.439999999999998","5.439999999999998","22.08","69.36","22.08","69.36","1","0","0","0","22.08","","69.36","","2"
"_0236_","OK","8.084493999999976","0.8765228841368071","21.811","84.3615","2.661999999999999","3.036999999999992","11.397999999999982","23.142","20.48","85.88","82.843","0","4.790000000000013","4.790000000000013","4.790000000000013","3.7536","0","0","0","0","1","0","0","5.698999999999991","0","0","0","0","0","2","_38e2c6d82e5a0000_p_Net","0","0","0","1","0","0","0","0","0","0","1","_38e2c6d82e5a0000_p_odb__dbNet","0.0","0.0","0.0","5.0048","5.0048","","5.0048","4.790000000000013","1","4.790000000000013","4.790000000000013","4.790000000000013","21.16","85.68","21.16","85.68","0","1","0","0","21.16","","85.68","","2"
"_0237_","OK","0.3940599999999956","10.915789416232826","28.822000000000003","93.745","2.0740000000000016","0.18999999999999773","4.527999999999999","29.859","27.785","93.84","93.65","0","3.4499999999999993","3.4499999999999993","3.4499999999999993","10.0096","0","0","0","0","1","0","0","2.2639999999999993","0","0","0","0","0","2","_b0e2c6d82e5a0000_p_Net","0","1","0","1","0","0","0","0","0","0","1","_b0e2c6d82e5a0000_p_odb__dbNet","3.7536","0.0","0.0","3.7536","3.7536","","3.7536","3.4499999999999993","1","3.4499999999999993","3.4499999999999993","3.4499999999999993","27.37","93.84","27.37","93.84","0","1","0","0","27.37","","93.84","","2"
"_0238_","OK","71.78547999999998","0.06583888552193098","22.947","69.495","2.1739999999999995","33.019999999999996","70.38799999999999","24.034","21.86","86.005","52.985","0","35.400000000000006","35.400000000000006","35.400000000000006","7.5072","0","0","0","0","1","0","0","35.193999999999996","0","0","0","0","0","2","_28e3c6d82e5a0000_p_Net","0","0","0","1","0","0","0","0","0","0","1","_28e3c6d82e5a0000_p_odb__dbNet","0.0","0.0","0.0","5.0048","5.0048","","5.0048","35.400000000000006","1","35.400000000000006","35.400000000000006","35.400000000000006","21.16","85.68","21.16","85.68","0","1","0","0","21.16","","85.68","","2"
"_0239_","OK","0.06988599999999885","10.144578191029401","19.961","99.1215","0.8420000000000023","0.08299999999999841","1.8500000000000014","20.382","19.54","99.163","99.08","0","1.6099999999999994","1.6099999999999994","1.6099999999999994","3.7536","0","0","0","0","1","0","0","0.9250000000000007","0","0","0","0","0","2","_a0e3c6d82e5a0000_p_Net","0","0","0","1","0","0","0","0","0","0","1","_a0e3c6d82e5a0000_p_odb__dbNet","0.0","0.0","0.0","5.0048","5.0048","","5.0048","1.6099999999999994","1","1.6099999999999994","1.6099999999999994","1.6099999999999994","18.86","99.28","18.86","99.28","0","1","0","0","18.86","","99.28","","2"
"_0240_","OK","0.39177999999999485","10.852631521828373","25.148","99.185","2.0619999999999976","0.18999999999999773","4.503999999999991","26.179","24.117","99.28","99.09","0","3.6799999999999997","3.6799999999999997","3.6799999999999997","10.0096","0","0","0","0","1","0","0","2.2519999999999953","0","0","0","0","0","2","_18e4c6d82e5a0000_p_Net","0","1","0","1","0","0","0","0","0","0","1","_18e4c6d82e5a0000_p_odb__dbNet","5.0048","0.0","0.0","5.0048","5.0048","","5.0048","3.6799999999999997","1","3.6799999999999997","3.6799999999999997","3.6799999999999997","23.46","99.28","23.46","99.28","0","1","0","0","23.46","","99.28","","2"
"_0241_","OK","0.9862500000000001","0.01584283903474742","18.2225","95.00999999999999","0.125","7.890000000000001","16.03","18.285","18.16","98.955","91.065","0","8.619999999999997","8.619999999999997","8.619999999999997","7.5072","0","0","0","0","1","0","0","8.015","0","0","0","0","0","2","_90e4c6d82e5a0000_p_Net","0","0","0","1","0","0","0","0","0","0","1","_90e4c6d82e5a0000_p_odb__dbNet","0.0","0.0","0.0","5.0048","5.0048","","5.0048","8.619999999999997","1","8.619999999999997","8.619999999999997","8.619999999999997","18.86","99.28","18.86","99.28","1","0","0","0","18.86","","99.28","","2"
